seqnames	start	end
chr11	60712301	60712660
chr6	36881851	36882610
chr4	44631301	44631660
chr1	221530001	221530510
chr20	11185751	11186260
chr11	63953301	63953910
chr4	87855851	87856410
chr8	25824251	25824610
chr12	18312101	18312510
chr5	173891501	173891960
chr1	204210301	204210610
chr13	114880901	114881260
chrX	74008551	74008810
chr8	10938651	10938860
chr7	108797051	108797360
chr2	135249401	135249760
chr3	40823651	40823960
chr5	51415701	51415910
chr18	23683601	23683860
chr15	62351351	62351660
chr6	89949051	89949410
chr2	232660151	232660760
chr1	231245401	231245910
chr3	61356801	61357210
chr14	54130401	54130760
chr1	41957901	41958360
chr4	6000001	6000610
chr6	130069401	130069760
chr8	59161701	59162060
chr5	149145501	149145910
chr5	137946051	137946460
chr10	7113051	7113360
chr2	120524601	120524910
chr2	201982051	201982360
chr7	36834301	36834610
chr5	122791401	122791760
chr18	47813851	47814310
chr4	154128701	154129110
chr11	71010401	71010710
chr5	60764351	60764660
chr13	22244951	22245310
chr2	197615701	197616160
chr19	55850601	55850960
chr9	78594301	78594610
chr9	7358951	7359210
chr7	148906651	148907060
chr9	80619451	80619860
chr6	43395151	43395560
chr3	31728951	31729260
chr12	18399001	18399360
chr15	35087451	35087760
chr7	41042501	41043060
chr5	109750101	109750460
chr1	206603351	206603760
chr20	23301001	23301410
chr2	198220951	198221260
chr1	67833451	67833760
chr14	94471651	94472060
chr1	22266101	22266510
chr20	19909251	19909660
chr17	66736951	66737310
chr6	10256351	10256760
chr15	52199751	52200160
chr11	6319701	6320260
chr11	92981751	92982160
chr10	70740851	70741160
chr1	78104901	78105210
chr1	178737401	178737910
chr1	196394651	196395010
chr5	92572551	92572910
chr17	25533501	25533910
chr5	10689551	10690310
chr17	17343301	17343710
chr1	234715601	234716160
chr1	24635151	24635560
chr5	95931151	95931560
chr11	79664701	79665010
chr2	202545451	202545860
chr10	33616701	33617110
chr5	61636251	61636610
chr13	32989151	32989560
chr19	12884351	12884710
chr8	53412651	53412960
chr17	30668051	30668460
chr7	20256951	20257360
chr14	32395251	32395710
chr17	19998601	19999010
chr9	19372001	19372260
chr9	89728851	89729160
chr3	54925601	54925960
chr1	159391651	159392160
chr1	95100701	95101010
chr4	52863851	52864210
chr11	47664051	47664360
chr10	123848851	123849260
chr12	25288851	25289210
chr22	36238951	36239460
chr9	6194901	6195310
chr5	52614151	52614560
chr14	96146751	96147060
chr14	66299551	66299910
chr15	92849951	92850210
chr1	200259501	200259810
chr8	52800701	52801060
chr18	44045251	44045610
chr11	12143601	12144010
chr18	38515351	38515810
chr6	128277451	128277810
chr9	128908501	128908910
chr6	153380851	153381260
chr12	64147551	64147910
chr15	89899851	89900310
chr1	201851701	201852260
chr1	201258801	201259510
chr20	31756951	31757410
chr8	120018001	120018360
chr5	152515001	152515410
chr16	31286451	31286760
chr4	121791501	121791760
chr22	44722101	44722460
chr6	128289601	128289960
chr7	129723901	129724310
chr15	49898851	49899110
chr13	45695501	45695860
chr5	51878151	51878510
chr4	86165051	86165360
chr1	244997001	244997460
chr17	35774201	35774560
chr5	172877951	172878560
chr2	169471251	169471560
chr6	120468651	120468960
chr1	85118901	85119210
chr2	158035401	158035710
chr8	97778851	97779160
chr7	47365901	47366160
chr3	57842451	57842760
chr1	234792651	234793560
chr8	119776901	119777210
chr2	153572301	153572810
chr13	77848351	77848610
chr5	95770001	95770360
chr1	222560801	222561160
chr11	124456201	124456560
chr5	72730351	72730610
chr14	65307851	65308310
chr1	205512401	205513610
chr2	163137201	163137460
chr12	115296251	115296560
chr4	48104351	48104660
chr17	9809251	9809610
chr5	180227301	180227910
chr1	201845151	201845760
chr8	119931751	119932160
chr10	13261901	13262310
chr13	103310051	103310360
chr10	19952351	19952660
chr1	71210851	71211210
chr1	38157851	38158260
chr15	45958401	45958710
chr2	23847201	23847610
chr13	46015751	46016110
chr1	195577951	195578360
chr8	32189151	32189460
chr5	79174551	79174910
chr1	226297251	226298610
chr6	125388101	125388360
chrX	53076451	53076760
chr17	79283001	79283710
chr10	14344101	14344410
chr4	167942651	167943260
chr21	19303451	19303760
chr11	28491801	28492010
chr19	5017351	5017660
chr5	54467851	54468360
chr3	59129201	59129510
chr5	32942551	32942910
chr15	43460951	43461310
chr9	111539501	111539910
chr5	73618851	73619060
chr1	222880151	222880510
chr1	232779001	232779360
chr8	102170951	102171410
chr2	14591451	14591760
chr3	62479101	62479460
chrX	107020351	107020810
chr1	45841051	45841460
chr10	21530151	21530460
chr5	76534951	76535360
chr12	121571001	121571310
chr1	234573651	234573910
chr8	95635601	95636010
chr17	76036951	76037360
chr2	64749801	64750360
chr8	120565601	120565960
chr21	34719951	34720260
chr16	79368101	79368510
chr1	100194301	100194760
chr1	177600951	177601210
chr17	29395251	29395760
chr9	7511151	7511410
chr15	77386751	77387060
chr2	30726101	30726510
chr5	171033351	171033810
chr2	52022651	52023060
chr1	26021651	26022010
chr5	106724801	106725110
chr1	246052001	246052660
chr1	181973401	181973710
chr1	171953851	171955210
chr15	44591101	44591460
chr1	203720301	203720710
chr1	185287151	185287410
chr5	39137801	39138210
chr2	24713751	24714060
chr15	94711451	94711860
chr17	27470901	27471360
chr12	68045151	68045410
chr1	202563001	202563460
chr10	27672901	27673160
chr10	75575001	75575360
chr1	222019201	222019660
chr3	41492401	41492710
chr1	209898351	209898960
chr16	3316901	3317360
chr2	219031501	219031760
chr2	59098901	59099210
chr11	61312851	61313210
chr9	36406951	36407810
chr10	15627201	15627660
chr5	172185051	172185360
chr2	51099751	51100010
chr3	68066251	68066610
chr6	161790251	161790710
chr12	49504451	49504810
chr5	71131901	71132310
chr6	24992051	24992510
chr5	142625851	142626210
chr6	111887051	111887410
chr14	22409051	22409460
chr1	183275551	183276160
chr11	67054051	67054410
chr11	111845751	111846160
chr6	83829451	83829810
chr1	157740251	157740660
chr1	37008551	37008860
chr16	67383051	67383510
chr5	89459951	89460260
chr6	2505901	2506260
chr6	151969151	151969460
chr5	132686601	132686910
chr1	147228451	147228810
chr5	66110151	66110660
chr22	31650001	31650360
chr12	13138951	13139360
chr5	174182051	174182560
chr7	108515201	108515610
chr12	55142901	55143460
chr11	111789451	111789660
chr7	48028351	48028810
chr8	129695801	129696160
chr6	54602101	54602410
chr10	67871801	67872110
chr2	68587101	68587360
chr1	73023151	73023460
chr1	203364901	203365160
chr5	10229801	10230110
chr21	28215701	28216110
chr5	61064451	61065010
chr15	43511101	43511560
chrX	19353101	19353960
chr14	36432401	36432760
chr2	70687501	70687810
chr12	78682151	78682410
chr17	71417151	71417510
chr2	11040301	11040710
chr7	3901701	3902010
chr18	48848201	48848560
chr2	18664051	18664260
chr1	217763851	217764410
chr17	3239201	3239560
chr1	230256401	230257160
chr14	51086251	51086710
chr1	181061601	181061960
chr12	53343701	53343960
chr9	90407801	90408110
chr10	109024501	109024810
chr9	78481201	78481610
chr2	50703351	50703710
chr9	83789001	83789260
chr8	26095301	26095710
chr1	203839951	203840860
chr2	86070651	86071060
chr9	10232351	10232760
chr1	166134051	166134560
chr4	101293601	101293960
chr5	102711001	102711360
chr7	129275351	129275860
chr13	111160001	111160310
chr6	116382001	116382510
chr5	53626051	53626360
chr1	223819101	223819460
chr4	17126451	17126760
chr12	11958001	11958310
chr11	85537101	85537560
chr10	108369651	108370010
chr7	106420401	106420760
chr17	27579151	27579610
chr1	229142051	229142560
chr17	69420251	69420510
chr1	213140801	213141610
chr5	129534701	129535010
chr16	54480151	54480610
chr10	35517051	35517260
chr10	276701	277060
chr7	84244151	84244510
chrX	80067701	80068060
chr17	66427951	66428310
chr11	33964401	33964660
chr2	119217051	119217360
chr11	15238201	15238660
chr9	72424201	72424560
chr14	90420401	90420760
chr7	94819801	94820110
chr11	124503251	124503660
chr15	62314201	62314610
chr15	75824751	75825210
chr14	63834501	63834760
chr22	19542351	19542660
chr2	180714901	180715210
chrX	107956151	107956460
chr8	131694751	131695010
chr1	224019351	224019660
chr2	211367701	211368160
chr1	205712801	205713260
chr10	100091651	100092060
chr12	107485701	107486410
chr6	75284551	75284910
chr10	90217501	90217810
chr2	174904551	174905060
chr1	110691601	110692010
chr5	151064101	151064610
chr12	89341401	89341810
chr1	205553851	205554360
chr1	220390451	220391260
chr18	4017501	4017810
chr1	233653951	233654560
chr15	101832351	101832610
chr13	97610501	97611010
chr1	202662051	202662460
chr4	140374101	140375010
chr7	78614901	78615210
chr8	126935301	126935710
chr11	113424651	113424960
chr16	12322551	12322960
chr5	175267201	175267660
chr13	27293701	27294010
chr4	156717201	156717560
chr5	175216701	175217060
chr1	245663851	245664260
chr1	10516251	10516460
chr10	12842351	12842660
chr6	126210401	126210860
chr12	12798351	12798810
chr5	150999301	150999560
chr7	38949551	38949760
chr14	40201151	40201510
chr7	12428651	12429160
chr2	163175101	163175510
chr6	155587301	155587610
chr10	116454451	116454910
chr5	147070201	147070660
chr3	58235651	58235910
chr2	46592001	46592460
chr10	61858801	61859210
chr12	120672451	120672860
chr1	32300151	32300460
chr13	48369101	48369510
chr4	55031651	55031910
chr5	74463201	74463510
chr16	51975401	51975660
chr5	168516401	168516760
chr3	38339501	38340160
chr14	39888501	39888760
chr4	177972601	177973010
chr11	11917201	11917610
chr1	109782001	109782510
chr1	212922951	212923710
chr2	122597251	122597460
chr12	10711451	10711710
chr12	49883601	49883810
chr8	124001151	124001510
chr19	15529851	15530360
chr1	221941801	221942210
chr16	55055751	55056060
chr4	94921751	94922110
chr1	151803201	151803610
chr1	245656351	245656760
chr4	56504301	56504660
chr1	19000451	19000860
chr3	10024601	10025010
chr5	35939751	35940110
chr10	4750651	4750960
chr2	180741051	180741360
chr13	30070251	30070460
chr8	142147901	142148360
chr22	43176051	43176560
chr12	127268801	127269260
chr5	73290901	73291210
chr1	1720451	1720810
chr2	98267051	98267410
chr9	37650701	37651110
chr1	206780001	206780910
chr2	202921351	202921710
chr1	36994001	36994310
chr4	74595251	74595710
chr13	47188651	47189060
chr18	25265751	25266210
chr1	214493251	214493710
chr2	41047501	41047810
chr10	86425601	86426060
chr1	233756801	233757260
chr8	103742101	103742460
chr12	33758701	33759110
chr6	164235451	164235810
chr4	25047251	25047660
chr6	110839401	110839810
chr1	186960701	186961060
chr4	41136701	41136960
chr2	216673751	216674010
chr8	112439301	112439760
chr6	5965201	5965610
chr9	75665051	75665310
chr8	133009301	133009510
chr1	225888251	225888710
chr6	106829851	106830160
chr2	179261701	179262210
chr1	113652801	113653110
chr2	31261351	31261560
chr14	21701601	21701960
chr15	50167601	50167960
chr9	73099401	73099860
chr18	61662001	61662460
chr12	90356551	90356910
chr10	32656701	32657160
chr3	64230001	64230460
chr15	70244251	70244510
chr11	73834051	73834260
chr10	122829751	122830210
chr6	8462451	8462810
chr22	32079251	32079460
chr22	40439251	40439510
chr7	124342201	124342460
chr12	113468551	113469210
chr12	40663001	40663210
chr5	131841701	131842260
chr9	93600451	93600760
chr4	105614751	105615160
chr5	166999501	166999810
chr12	72535101	72535460
chr17	31003451	31003860
chr2	241603301	241603510
chr6	122901901	122902310
chr8	67445651	67446060
chr16	68150101	68150560
chr1	201183601	201183960
chr2	172081851	172082210
chr15	85712051	85712510
chr2	216974801	216975360
chr22	25231151	25231510
chr1	217804151	217804860
chr4	93656251	93656560
chr17	29543101	29543660
chr21	30153901	30154360
chr6	23548101	23548460
chr1	203250201	203250610
chr4	140626251	140626560
chr4	13432901	13433260
chr8	32211001	32211410
chr18	57887251	57887460
chr2	54892501	54892960
chr1	77882751	77883160
chr16	19191201	19191610
chr4	101770051	101770410
chr12	26452151	26452610
chr12	116295401	116295660
chr20	52195151	52195760
chr17	25905801	25906060
chr14	39576701	39577160
chr11	128757851	128758210
chr5	71377901	71378260
chr12	81522651	81523160
chr16	56885851	56886210
chr21	43080301	43080710
chr9	99001401	99001660
chr9	100652201	100652660
chr1	65486451	65486860
chrX	104796451	104796810
chr4	4509651	4510060
chr7	42117951	42118210
chr1	37078501	37078860
chr7	81673751	81674210
chr8	144024901	144025410
chr22	40552001	40552310
chr8	31354801	31355210
chr1	77779201	77779610
chr20	271301	271610
chr2	216876801	216877160
chr5	337901	338260
chr11	102811651	102812110
chr1	177398351	177398760
chr4	146018751	146019160
chr1	161733201	161733710
chr5	137167201	137167560
chr9	33264601	33265060
chr1	216966651	216967060
chr4	159417201	159417610
chr9	100249351	100249760
chr12	12487301	12487810
chr4	57485451	57485710
chr1	175793351	175793710
chr18	42749651	42749910
chr1	214776151	214776710
chr12	39928751	39929160
chr1	241694501	241695360
chr9	37295801	37296160
chr7	116228951	116229510
chr3	11703851	11704310
chr10	91179301	91179660
chr2	2105751	2106060
chr3	4376201	4376610
chr8	124484301	124484810
chr6	157366951	157367460
chr15	67258601	67259010
chr2	198364601	198364860
chr17	72442951	72443260
chr8	124031101	124031510
chr1	107077301	107077610
chrX	107244651	107245110
chr14	100621301	100621760
chr9	83718801	83719160
chr6	149866251	149866560
chr6	119217651	119218110
chr7	81157051	81157260
chr1	58717351	58717660
chr6	69461551	69461810
chr8	26394251	26394710
chr8	57683851	57684210
chr1	27336451	27336760
chr6	51720051	51720510
chr1	33520701	33521610
chr18	42594251	42594560
chr10	115740151	115740560
chr4	65180201	65180560
chr1	182740751	182741010
chr1	188335101	188335360
chr4	177020501	177020810
chr11	85752901	85753360
chr2	225243051	225243360
chr9	36905551	36906010
chr14	23067701	23068060
chr6	3061901	3062160
chr3	44364801	44365260
chr2	98384701	98384910
chr2	233401751	233402110
chr1	217005551	217005960
chr7	2476901	2477110
chrX	102966401	102966860
chr10	86333901	86334210
chr13	41548801	41549210
chr2	180904851	180905160
chr7	25357751	25358060
chr5	132377601	132377960
chr12	80806101	80806610
chr8	104385301	104386060
chr1	210650851	210651310
chr1	38086401	38086760
chr18	53966151	53966510
chr13	102593751	102594110
chr5	169856101	169856360
chr8	26285151	26285410
chr2	101868201	101868960
chr5	165809001	165809310
chr17	4064401	4064810
chrX	119991251	119991460
chr2	122140401	122140660
chr1	154456751	154457110
chr5	150078401	150078710
chr15	33993501	33993860
chr1	40904001	40904560
chr6	162338651	162338960
chr3	4149151	4149460
chr14	70724251	70724610
chr16	24712351	24712660
chr17	54739301	54739610
chr5	1011251	1011660
chr11	6460201	6460660
chr2	101805101	101805560
chr7	41146551	41146910
chr21	40552551	40552910
chr6	10424251	10424610
chr2	110373351	110373760
chr2	114477751	114478160
chr16	82705251	82705710
chr1	230673151	230673610
chr15	75930501	75931060
chr12	116864101	116864510
chr1	91492301	91492710
chr2	165560901	165561110
chr5	55231851	55232360
chr6	91401601	91401910
chr17	14717001	14717310
chr1	204720851	204721560
chr1	234048251	234048510
chr2	156985851	156986110
chr5	66020601	66020910
chr11	112226401	112226760
chr15	58505101	58505510
chr15	91612251	91612560
chr4	180256301	180256510
chr4	46105101	46105260
chr6	117721051	117721460
chr20	2003851	2004160
chr8	129871401	129871860
chr10	128096451	128096660
chr11	64795051	64795460
chr5	144480751	144481260
chr15	58153201	58153760
chr8	40110651	40110960
chr3	20287351	20287560
chr4	15198601	15199010
chr4	32464601	32464960
chr5	171373451	171373710
chr7	80410951	80411260
chr1	63314751	63315060
chr12	121622251	121622660
chr4	96465901	96466160
chr16	25155251	25155560
chr7	81099301	81100060
chr2	29539851	29540110
chr5	180649651	180650460
chr8	32403851	32404260
chr1	27187701	27188060
chr11	128672501	128672910
chr5	111006751	111007160
chr10	92339401	92339760
chr1	75233201	75233560
chr5	162733301	162733860
chr17	37874951	37875310
chr11	92969851	92970360
chr12	54224501	54224710
chr11	80438401	80438760
chr22	21113001	21113310
chr4	73816901	73817260
chr10	129492851	129493260
chr16	15521401	15521860
chr1	242588451	242588910
chr17	19164351	19164660
chr14	107256551	107256910
chr1	181104451	181104960
chr13	47566551	47566910
chr11	57669301	57669610
chr6	147543651	147544110
chr2	85242801	85243110
chr6	121936701	121936960
chr12	46747951	46748260
chr12	12044901	12045310
chr16	31725851	31726210
chr20	22470801	22471210
chr1	189933801	189934110
