seqnames	start	end
chr15	98442201	98442610
chr13	39719051	39719510
chr14	21574951	21575510
chrX	130887151	130887510
chr7	135020401	135020810
chr10	74087751	74088460
chr16	87669901	87670410
chr11	47281051	47281460
chr8	101138151	101138610
chr9	100745301	100745810
chr9	111433451	111433910
chr7	73981051	73981460
chr13	27281851	27282210
chr6	72219801	72220210
chr19	18581001	18581460
chr14	30753001	30753460
chr13	45968101	45968510
chr12	127839601	127840010
chr6	107639351	107639710
chr1	70953551	70953960
chr12	79801651	79802160
chr2	54334051	54334510
chr5	132623201	132623660
chr5	74561451	74561860
chr18	2083651	2084060
chr18	33876551	33876960
chr3	28958151	28958460
chr12	110213001	110213510
chr10	26046901	26047260
chr2	10849401	10849860
chr1	171952701	171953160
chr14	92923001	92923460
chr1	105323051	105323510
chr4	190861651	190862160
chr4	52697301	52697660
chr3	36833801	36834210
chrX	68280551	68280910
chr9	121284351	121284710
chr1	203086751	203087460
chr20	50700201	50700610
chr12	50708501	50708860
chr13	42033001	42033410
chr1	112024251	112024610
chr3	22727101	22727460
chr16	3550651	3551160
chr1	14933151	14933510
chr9	100230851	100231260
chr2	110472951	110473310
chr1	204329051	204329510
chr6	131520801	131521210
chr12	112225951	112226360
chr13	94997651	94998210
chr12	93419201	93419610
chr12	123527951	123528410
chr1	24136151	24136610
chr1	154879101	154879510
chr16	50408601	50408960
chr11	41222701	41223110
chr1	117827251	117827610
chr15	22512151	22512610
chr5	52558201	52558610
chr2	115308901	115309310
chr13	103109601	103110060
chr22	50324551	50324910
chr6	48733001	48733410
chr15	65127951	65128310
chr5	18113851	18114210
chr12	123236951	123237510
chrX	133428601	133428960
chr2	232428051	232428510
chr17	56394701	56395160
chr2	67442401	67442760
chr12	123122301	123122760
chr17	72653551	72653960
chr9	36995801	36996260
chr13	39337901	39338310
chr14	54805401	54805860
chr15	47763601	47764010
chr1	219240351	219240860
chr1	26717901	26718410
chr2	241929151	241929610
chr12	94939951	94940360
chr2	120510901	120511310
chr3	17882651	17883160
chr8	141109201	141109610
chr9	3467551	3468010
chr20	54762851	54763260
chr5	1209051	1209410
chr8	29858351	29858710
chr4	150817651	150817960
chr18	23985301	23985710
chr13	49169751	49170160
chr16	59446151	59446510
chr6	75119201	75119560
chr17	52503651	52504060
chr7	112051251	112051610
chr9	139842401	139842810
chr20	57225401	57226360
chr1	78366351	78366810
chr5	156251801	156252160
chr2	85956051	85956510
chr2	112456701	112457110
chr8	40954401	40954760
chr6	108121801	108122160
chr11	40146701	40147060
chr6	120063301	120063760
chr4	104917151	104917510
chr11	75039651	75040110
chr7	137276951	137277410
chr16	20311751	20312210
chr11	130697651	130698110
chrX	130926401	130926760
chr2	225987551	225987910
chr9	103881501	103881910
chr8	80009601	80009910
chr4	83643001	83643360
chr12	29025601	29026010
chr13	23331701	23332060
chr19	33732451	33732960
chrX	130880501	130880860
chr7	127987551	127988060
chr15	92065851	92066160
chr11	15848401	15848810
chr11	17781901	17782310
chr4	169631501	169631910
chr14	22860251	22860660
chr20	48737301	48737860
chr4	171119901	171120260
chr22	45492101	45492560
chr4	108015451	108015810
chr6	169356951	169357360
chr14	70512701	70513160
chr9	38727401	38727810
chr5	174162951	174163460
chrX	56829951	56830360
chr1	6474351	6474760
chr1	248850151	248850510
chr19	13829551	13829910
chr4	84031551	84031960
chr6	913101	913510
chr6	160509401	160509810
chr19	39612651	39613060
chr5	162996251	162996660
chr22	47241301	47241560
chr6	86466701	86467060
chrX	73603401	73603810
chr12	26170501	26170960
chr2	198667701	198668110
chr17	79994951	79995560
chr20	62541001	62541360
chr15	58513801	58514210
chr20	50767151	50767610
chr20	49404551	49404960
chr1	21694901	21695460
chr3	55756151	55756510
chr17	50248301	50248710
chr13	41770751	41771160
chr16	22311751	22312210
chr5	94597051	94597410
chr1	84606851	84607210
chr7	3735251	3735610
chr2	107479851	107480210
chr19	4495551	4495910
chr21	43801451	43801860
chr1	228702901	228703460
chr8	142322451	142322860
chr19	2887351	2887760
chr12	103163351	103163710
chr7	114505601	114506010
chr19	49112001	49112410
chr2	238766901	238767410
chr11	2194401	2194810
chr14	97050501	97050960
chr8	129334851	129335310
chr12	101221651	101222110
chr4	7721251	7721710
chr20	62212101	62212560
chr2	109252751	109253310
chr19	36422451	36422960
chr5	159392501	159392960
chr9	140071001	140071360
chrX	15991451	15991810
chr2	38603701	38604360
chr12	4958201	4958610
chr9	114837001	114837460
chr18	864701	865260
chr13	75832301	75832710
chr19	13144801	13145310
chr4	158049601	158049960
chr6	41335401	41335860
chr2	71012451	71012810
chr19	17079951	17080360
chr1	68808351	68808860
chr17	49662851	49663260
chr2	186073001	186073410
chrX	133055801	133056260
chr11	6552501	6552910
chr18	41241451	41241860
chr14	95147601	95148060
chr11	2019551	2019960
chr6	1336451	1336910
chr6	20875651	20875960
chr20	61454101	61454510
chr19	56143001	56143410
chr14	64810851	64811210
chr22	37941051	37941610
chr1	202821201	202821960
chr12	24178351	24178710
chr10	106166451	106166860
chr15	74243451	74243860
chr15	61224801	61225210
chr10	88726301	88727160
chr5	157375701	157376210
chr6	129052251	129052710
chr1	204096701	204097410
chr17	42600501	42600910
chr7	49364351	49364660
chr12	108154801	108155160
chr12	42982651	42983110
chr3	33828901	33829310
chr9	118286751	118287160
chr10	27170951	27171310
chr9	136398151	136398560
chr10	83580201	83580560
chr11	11058351	11058760
chr6	40862601	40863010
chr10	125341551	125342060
chr20	53285051	53285510
chr4	11430351	11430910
chr1	24137251	24137660
chr9	92861651	92862010
chr18	13800951	13801360
chr4	82005201	82005560
chr11	13992451	13992910
chr18	2223851	2224310
chr9	127242801	127243210
chr1	154933951	154934760
chr18	60692401	60692710
chr2	135169551	135169960
chr12	52071851	52072310
chr3	89901201	89901560
chr15	75600401	75600760
chr15	59453401	59453760
chr1	18249351	18249760
chr1	183512701	183513160
chr3	69373501	69373910
chr6	36733901	36734360
chr11	62648551	62649160
chr3	40761401	40761760
chr7	55322401	55323660
chr13	41985701	41986060
chr5	168975301	168975710
chr2	46521301	46521660
chr1	249101101	249101760
chr4	81287051	81287460
chr11	16957351	16957760
chr2	153046401	153046810
chr1	240765501	240765910
chr7	51209101	51209510
chr12	53370051	53370460
chr15	82400801	82401260
chr5	121851751	121852260
chr2	5132401	5132710
chr1	245319601	245320310
chr8	21376251	21376560
chr7	72738151	72738460
chr4	87819701	87820110
chr5	131746151	131747160
chr13	39104651	39105060
chr10	111533601	111533960
chr13	82446701	82447060
chr9	131790701	131791160
chr7	130753951	130754360
chr17	17822401	17822910
chr4	140576151	140576610
chr11	121526101	121527160
chr4	74528401	74528810
chr13	30345301	30345660
chr2	220295501	220295860
chr7	16930951	16931360
chr2	7259201	7259510
chr16	24845751	24846160
chr6	33729901	33730410
chr4	164933801	164934210
chr1	157961601	157962210
chr1	156589101	156589510
chr6	169017501	169017860
chr12	120891701	120892110
chr3	45634601	45635110
chr22	42564851	42565410
chr19	42937751	42938210
chr9	139519451	139519910
chr7	134386001	134386410
chr6	8131451	8131860
chr8	87797401	87797810
chr1	205600451	205601710
chr13	98685601	98685910
chrX	130881151	130881610
chr14	37117051	37117560
chr10	37169801	37170210
chr13	29937051	29937560
chr10	57428101	57428460
chr13	114216701	114217110
chr13	38619851	38620310
chr5	154996201	154996810
chr22	32373151	32373560
chr11	41633951	41634310
chr21	46560201	46560710
chr19	2962051	2962460
chr15	60043951	60044410
chr5	170763901	170764410
chr12	58934251	58934660
chr3	7327201	7327560
chr5	139725351	139726860
chr7	5490251	5490760
chr2	223558601	223559010
chr14	32851951	32852260
chr16	88924151	88924560
chr5	15824451	15824810
chr21	30872001	30872510
chr14	77111201	77111710
chr8	33282001	33282560
chr1	55750451	55750860
chr15	58474701	58475160
chr16	14394651	14395060
chr4	107730251	107730610
chr22	36023201	36023660
chr10	94333851	94335110
chr9	131398251	131398710
chr2	165873301	165873710
chr15	40714001	40714510
chr1	110074801	110075860
chr4	90407201	90407560
chr16	15859701	15860110
chr1	44020101	44020460
chr22	37662951	37663460
chr8	91485001	91485360
chr18	66290551	66290960
chr12	84217351	84217860
chr8	72566601	72566960
chr5	125570201	125570710
chr4	108951551	108951860
chr6	155495851	155496210
chr2	44942751	44943110
chr4	53848751	53849160
chr5	168133551	168134010
chr13	66230851	66231210
chr20	37918051	37918310
chr2	45251851	45252260
chr13	90347851	90348310
chr11	41453251	41453660
chr6	123159251	123159610
chr10	105805251	105805560
chr7	1233451	1233860
chr2	207846451	207846860
chr6	5422601	5422960
chr9	104221251	104221710
chr2	30929851	30930310
chr6	168551551	168551910
chrX	48620201	48620560
chr17	19665801	19666260
chr5	28779301	28779610
chr19	16889601	16890010
chr20	33461801	33462260
chr14	45126901	45127260
chr20	2736651	2737060
chr18	37421401	37421860
chr7	150685551	150686010
chr2	6493051	6493460
chr4	88906751	88907160
chr4	117279751	117280160
chr1	80683801	80684160
chr2	231968801	231969210
chr1	210059401	210059910
chr1	208416301	208417060
chr11	103798251	103798660
chr17	46088651	46089010
chr7	54732001	54732810
chr14	102789351	102789810
chr1	212489101	212489560
chr12	79400151	79400560
chr8	65330201	65330610
chr11	133915651	133915960
chr8	65370401	65370760
chr2	6913201	6913710
chr17	61912151	61912610
chr16	4032951	4033410
chr7	134855401	134855860
chrX	68607351	68607860
chr10	101390201	101390610
chr11	30935751	30936060
chr5	10030601	10030960
chr20	32521251	32521610
chr5	72815451	72815910
chr15	44231301	44231660
chr4	76837151	76837560
chr5	35436551	35436910
chr1	183287601	183288110
chr8	89301951	89302410
chr4	41214601	41215010
chr5	4868251	4868660
chr13	24594401	24594860
chr12	116715401	116715960
chr12	132320751	132321160
chr15	31863901	31864260
chr13	46700651	46701160
chr16	75835201	75835560
chr11	65319551	65319960
chr17	3810801	3811160
chr4	150920601	150921060
chr10	9384801	9385260
chr5	180211501	180211910
chr1	247739801	247740260
chr9	6907751	6908160
chr11	9769951	9770460
chr19	10223651	10224110
chr2	164328501	164328810
chr14	101367251	101367610
chr13	22852501	22852810
chr20	60927751	60928160
chr1	234261001	234261460
chr10	119296751	119297510
chr8	41400201	41400560
chr11	82206001	82206360
chr2	117504651	117505010
chr3	34725351	34725710
chr1	61444601	61445010
chr2	101769201	101769660
chr3	19584701	19585110
chr1	233376801	233377260
chr13	50243851	50244210
chr17	72598051	72598560
chr17	62024051	62024560
chr7	20351051	20351460
chr1	68577501	68577910
chr16	89233701	89234360
chr18	29536901	29537310
chr21	43869951	43870410
chr1	7267951	7268360
chr7	107103551	107103960
chr9	139524801	139525260
chr10	114325201	114325610
chr18	20611501	20611810
chr4	163959251	163959660
chr6	39345201	39345660
chr15	78533251	78533710
chr15	95125601	95125960
chr10	49423451	49423910
chr4	40918951	40919260
chr7	105819101	105819510
chr1	873451	873910
chr4	46331101	46331560
chr11	40315601	40316010
chr10	134717651	134718210
chr16	56075651	56076060
chr4	48548351	48548710
chr3	30821151	30821610
chr8	58487751	58488210
chr3	39072301	39072710
chr6	5402601	5402960
chr8	37708901	37709310
chr5	134905801	134906310
chr15	80465601	80466060
chr19	49728101	49728460
chr16	24047951	24048360
chr2	165336001	165336310
chr2	173091101	173091460
chr9	124449101	124449560
chr14	24379751	24380210
chr15	42066601	42067060
chr1	117112851	117113360
chr1	160912701	160913060
chr1	55276101	55276560
chr9	130217551	130217910
chr7	142564001	142564510
chrX	75473901	75474160
chr2	103457651	103458110
chr5	166671551	166672060
chr11	4203251	4203760
chr5	96632801	96633160
chr6	53409201	53409860
chr20	32044951	32045410
chr10	5991301	5991710
chr17	12570701	12571060
chr17	8024801	8025360
chr11	112426401	112426810
chr15	77478851	77479210
chr5	167447901	167448310
chr10	127622801	127623210
chr21	40084001	40084410
chr9	135450351	135450860
chr5	5497251	5497660
chr20	35492051	35492710
chr17	49449001	49449360
chr8	92467701	92468060
chr17	62487151	62487560
chr4	53100651	53101010
chr11	29470051	29470460
chrX	56790801	56791260
chr15	51695451	51695860
chr6	39070051	39070410
chr17	73400201	73400610
chr9	12884751	12885160
chr2	141621301	141621710
chr7	44627651	44628110
chr11	35409101	35409560
chr12	104165201	104165560
chr10	60144701	60145560
chrX	41135351	41135760
chr2	240027951	240028410
chrX	128109701	128110110
chr16	87350401	87350860
chr5	172405751	172406110
chrX	10565901	10566310
chr14	79064351	79064810
chr11	59030701	59031110
chr5	16160801	16161210
chr14	37586751	37587160
chr10	84556251	84556610
chr16	80403551	80403860
chr8	37037351	37037710
chr3	69841301	69841660
chr7	96733951	96734360
chr5	32916751	32917160
chr5	176829351	176831860
chr9	120932301	120932710
chr5	133519701	133520310
chr2	235409001	235409510
chr5	103682851	103683160
chr6	51423851	51424260
chr8	9008001	9008610
chr7	994051	994660
chr1	40618651	40619110
chr5	170236451	170236960
chr2	197318301	197318710
chr9	123505251	123505610
chrX	45181601	45181960
chr15	87459051	87459410
chr2	216693251	216693660
chr16	795751	796160
chr13	80349901	80350310
chr20	9340301	9340760
chrX	48489751	48490060
chr3	69062501	69063110
chr20	33166851	33167310
chr11	2951601	2952510
chr11	42792001	42792360
chr1	33551901	33552410
chr13	88332601	88332910
chr6	36989451	36989810
chr20	35905051	35905410
chr3	61550201	61550610
chr10	109169301	109169660
chr12	94534401	94534660
chr6	2695701	2696060
chr9	107921951	107922410
chr16	67461951	67462560
chr20	21621251	21621560
chr9	101902951	101903410
chr20	200151	200560
chr10	106034301	106034960
chr19	13541751	13542210
chr4	165918501	165918860
chr1	38506201	38506510
chrX	94086401	94086760
chr2	33899001	33899360
chr19	36373001	36373360
chr15	34913851	34914260
chr4	39660401	39660710
chr12	104264351	104264710
chr18	38958651	38959010
chr5	36693201	36693660
chr20	50677651	50678010
chr11	100446151	100446460
chr17	28563851	28564210
chr5	140855251	140855710
chr20	38514651	38515060
chr20	54822951	54823460
chr10	128286601	128286960
chr6	70506701	70507160
chr2	195684101	195684460
chr17	14351	14660
chr17	40270601	40270910
chr14	20715801	20716210
chr15	74073601	74074010
chr8	124166901	124167410
chr8	11271151	11271610
chr8	136805751	136806060
chr15	68608851	68609160
chr3	8649201	8649610
chr20	49242601	49243010
chr12	95976201	95976610
chr11	66079201	66080010
chr1	229390601	229391110
chr17	60186751	60187260
chr11	118511501	118511860
chrX	77285151	77285510
chr21	30114901	30115210
chr6	56819751	56820410
chr12	115836201	115836460
chr11	61828851	61829210
chr17	77763551	77764110
chr7	30315701	30316110
chr8	81161751	81162210
chr15	73598251	73598660
chr13	37049601	37049960
chr10	64926501	64927010
chr15	76102301	76102710
chrX	27638151	27638460
chr3	54985401	54985760
chr13	60903751	60904110
chr4	78619451	78619860
chr1	10574501	10574860
chr2	201567851	201568260
chr17	17473551	17473910
chr8	57837801	57838160
chr5	112672551	112672960
chr14	105559951	105560410
chr2	12091701	12091960
chr1	243871501	243871960
chr1	165121901	165122310
chrX	115057251	115057510
chr20	20844951	20845360
chr7	2517201	2517660
chr7	130987851	130988260
chr17	40111701	40112060
chr14	79303151	79303560
chr12	106739601	106740010
chr5	73937701	73938260
chr2	227850051	227850460
chr1	156427251	156427660
chr6	10084751	10085260
chr4	134404801	134405160
chr14	50999051	50999860
chr1	189398651	189399110
chr1	198725551	198725960
chr4	46934001	46934360
chr18	25358451	25358760
chr9	123111101	123111560
chr15	48404451	48404810
chr10	66493751	66494110
chr8	140035301	140035810
chr20	54824351	54824810
chrX	77347751	77348260
chr17	6182951	6183410
chr4	32776701	32777060
chr14	95918801	95919110
chr14	71633151	71633560
chr1	28969551	28969910
chr16	863601	864010
chr2	6666351	6666710
chrX	139743851	139744210
chr2	227677851	227678210
chr20	11331201	11331610
chr5	35229401	35229660
chr4	26030451	26030710
chr7	11380951	11381360
chr13	102594401	102594760
chr10	7798351	7798760
chr7	43839251	43839560
chr2	72029101	72029560
chr2	172562651	172563010
chr7	152404051	152404410
chr14	28844501	28844910
chr1	150997001	150997460
chr5	137989201	137989560
chr19	10662351	10662660
chr1	176715151	176715510
chr11	63360551	63360960
chr14	47747451	47747860
chr5	163475501	163475910
chr9	127615001	127615810
chr17	74454651	74455060
chr22	21995701	21996160
chr3	19106551	19106860
chr1	186574801	186575310
chr1	33921351	33921860
chr6	48444051	48444310
chr2	80082601	80082910
chr4	99064051	99064460
chr2	173037101	173037610
chr5	172198851	172199710
chrX	29108951	29109310
chr7	123512301	123512710
chr6	156423251	156423610
chr1	96812301	96812610
chr5	143847251	143847760
chr1	164135751	164136060
chr14	45382801	45383260
chr6	88506251	88506610
chr1	82268551	82268860
chr5	179402201	179402560
chr16	24811851	24812410
chr11	42653101	42653410
chr18	61409001	61409410
chr6	119289601	119289960
chr5	123272851	123273260
chr10	110543701	110544060
chr20	3696851	3697260
chr14	88480051	88480510
chr20	32003801	32004210
chr19	38826101	38826510
chr10	115870351	115870710
chr6	55106051	55106410
chr8	86202351	86202760
chr19	31173851	31174260
chr1	90418801	90419060
chr18	41143801	41144160
chr1	112841201	112841610
chr10	116463301	116463810
chr15	23712201	23712560
chr12	52217701	52218110
chr1	179220801	179221260
chr14	96523001	96523410
chr6	27145451	27145860
chr10	95314501	95314960
chr20	62714651	62715360
chr3	54180651	54181060
chr21	28222301	28222960
chr22	27801801	27802260
chr5	125465151	125465510
chrX	12968951	12969360
chr7	25429151	25429510
chrX	21497951	21498410
chr15	55460451	55460960
chr9	103363401	103363860
chr1	19422701	19423110
chr6	104931101	104931510
chr4	25769451	25769910
chr2	127534901	127535360
chr12	69292901	69293360
chr19	6504801	6505160
chr9	28073251	28073660
chr19	11314451	11315010
chrX	11549401	11549660
chr4	77008301	77008710
chr1	223418201	223418560
chr10	65875651	65876060
chr5	118357601	118358060
chr15	102314001	102314310
chrX	65948551	65949210
chr1	209249951	209250510
chr4	39977951	39978660
chr7	44896551	44896910
chr7	12726201	12727260
chrX	49518851	49519210
chr17	12449201	12449660
chr5	133922351	133923260
chr15	72825401	72825710
chr1	166403001	166403310
chr20	1513751	1514060
chr1	215319351	215320110
chr1	85219151	85219660
chr17	73065901	73066310
chr11	33703951	33704260
chrX	95437401	95437760
chr1	184532451	184532960
chr16	49991801	49992110
chr18	3869901	3870260
chr5	140796951	140797310
chr1	207155351	207156010
chr11	23135151	23135510
chr11	31418801	31419210
chr5	129881051	129881360
chr20	749351	749760
chr17	53604851	53605310
chrX	111611601	111611960
chr14	80679851	80680260
chr7	143018801	143019210
chr10	92048201	92048510
chr12	57030401	57031210
chr5	90005151	90005560
chr20	44174701	44175110
chr1	98286001	98286360
chr12	54161451	54161810
chr11	113929951	113930310
chr1	105680051	105680360
chr7	142606701	142607060
chr8	30088151	30088460
chrX	149849451	149849860
chr8	22004151	22004760
chr11	78672151	78672660
chr15	63074201	63074660
chr1	85706051	85706410
chr1	219740651	219741110
chrX	130886551	130886810
chr3	57947701	57948160
chr2	111611101	111611460
chr10	23814351	23814710
chr12	47791451	47791860
chr4	178500801	178501160
chr20	55205151	55205860
chr14	93626551	93627010
chr15	46794951	46795210
chr6	107996251	107996960
chr20	20574001	20575160
chr10	31072751	31073210
chrX	3466701	3467060
chr3	49491951	49492310
chr14	23113201	23113560
chr9	74590801	74591060
chr22	30998151	30998460
chr7	78806201	78806560
chr14	42069701	42070110
chr20	37277851	37278310
chr4	2765701	2766260
chr11	116324751	116325160
chr4	41260851	41261160
chr11	29293601	29293960
chr5	112846501	112846960
chr14	59974001	59974460
chr2	120048451	120048860
chr19	6165901	6166360
chr14	92365651	92365960
chr18	11398701	11399010
chr6	5057301	5057710
chr14	29220651	29221060
chr4	169945901	169946310
chr10	82142751	82143160
chr7	96044201	96044660
chr8	85516951	85517360
chr2	290151	290510
chr5	156858751	156859210
chr16	30053151	30053660
chr4	86678151	86678460
chrX	152200951	152201360
chr2	127391851	127392210
chr2	144270651	144271010
chr4	64162501	64162860
chr13	30282001	30282460
chr2	105560951	105561360
chr1	79725451	79725810
chr7	97795451	97795860
chr8	79546201	79546510
chr19	58740651	58741010
chr2	138417201	138417660
chr9	110249801	110250210
chr16	89927151	89927660
chr6	153874801	153875160
chr1	229367201	229367960
chrX	19352151	19352710
chrX	153316651	153317060
chr15	54375051	54375410
chr4	140452001	140452360
chr18	75414651	75414960
chr1	178024201	178024660
chr13	90577351	90577710
chr9	94444001	94444360
chr13	110761251	110761660
chr6	76077801	76078160
chrX	114461451	114461860
chr22	32366001	32367110
chr14	88082351	88082810
chr7	100492301	100492960
chr6	16229651	16229860
chr15	96888751	96889110
chr5	155079901	155080260
chr17	79265501	79265910
chr6	64990501	64990860
chr7	23316951	23317410
chr5	169765801	169766410
chr5	153989851	153990560
chr17	34093851	34094360
chr12	52462701	52463760
chr5	154640451	154640760
chr10	81052751	81053110
chr6	56622451	56622860
chr1	95065001	95065410
chr5	143347551	143348010
chr16	21652051	21652410
chr11	66743351	66743860
chr11	11722551	11722910
chr6	35705251	35705760
chr3	67840501	67840860
chr2	193150851	193151210
chr1	216740101	216740560
chr13	68808451	68808760
chr9	7052551	7053060
chr6	117799601	117799910
chr1	201278501	201279010
chr10	104488901	104489410
