seqnames	start	end
chr5	71078701	71079160
chr1	244014151	244014310
chr5	126378351	126378660
chr11	44887601	44887710
chr19	17316051	17316460
chr14	104544201	104544760
chr3	15309401	15309860
chr22	42347051	42347210
chr11	15027701	15028110
chr3	154672551	154672910
chr19	10616251	10616660
chr17	77982101	77982610
chr2	179778951	179779410
chr17	2947051	2947360
chr20	43363651	43363910
chr22	23516101	23516510
chr17	35930551	35931010
chr3	98062751	98063110
chr7	86099001	86099410
chr19	532801	533110
chr14	55281001	55281060
chr2	60901651	60902160
chr5	171429301	171429710
chr3	182803501	182803660
chr5	141966901	141967360
chr11	31066951	31067210
chrX	68723401	68723710
chr2	43036851	43037310
chr1	5574551	5575010
chr8	41261551	41262110
chr2	177319601	177320060
chr5	99959451	99959810
chr12	93337651	93337910
chr20	58094451	58094910
chr1	154439451	154439560
chr8	144313651	144314010
chr1	231860751	231861360
chr5	118806451	118806960
chr11	30070851	30071060
chr1	21661151	21661610
chr22	23130601	23131110
chr3	195577651	195578260
chr4	151138451	151138810
chr20	42143051	42143310
chr8	11424551	11425010
chr17	48559751	48560210
chr12	103889951	103890360
chr4	77172801	77173210
chr3	12512651	12512960
chr12	19725751	19726210
chr1	161041601	161042010
chr12	109011851	109012360
chr5	176948301	176948560
chr19	44039651	44039960
chr2	60379351	60379760
chr6	107453601	107453960
chr13	76261301	76261660
chr3	124487701	124488010
chr14	103056901	103057260
chr21	46312651	46313110
chr4	16198101	16198510
chr7	158909001	158909160
chr2	150430301	150430560
chr3	31950201	31950460
chr5	39075001	39075260
chr14	102990751	102991260
chr1	225631001	225631110
chr2	216898651	216899110
chr11	82412851	82413260
chr1	99791801	99792110
chr6	7723201	7723660
chr15	74265201	74265710
chr3	112854951	112855310
chr8	131864601	131864760
chrX	23644901	23645060
chr10	79807001	79807460
chr14	52940351	52940660
chr12	85306451	85306910
chr1	115655351	115655860
chr1	12467501	12467860
chrX	115362851	115363010
chr9	86264001	86264410
chr10	129153351	129153460
chr14	36723601	36723660
chr4	179317051	179317310
chr3	123047651	123048110
chr7	150683101	150683560
chr14	103498301	103498460
chr1	150785551	150786010
chr10	60578651	60578960
chr1	203024501	203024510
chr2	100106451	100107260
chr3	179033801	179034160
chr16	84540001	84540410
chr20	43271651	43271760
chr10	52381801	52381960
chr7	94024701	94025160
chr1	204662201	204662310
chr1	216774501	216774810
chr1	221437051	221437510
chr1	1597101	1597510
chr8	23331651	23332210
chr5	139549051	139549310
chr6	80423401	80423860
chr13	20438851	20439260
chr7	158118801	158119110
chrX	22684751	22684810
chr1	12304201	12304460
chr3	126398051	126398510
chr12	110035401	110035910
chrX	102465901	102466310
chr22	31595351	31595410
chr5	7746201	7746660
chr2	219741301	219741760
chr22	29999601	29999810
chr12	707501	707610
chr2	168120901	168121260
chr3	196336101	196336560
chr3	51853851	51854010
chr3	9544851	9545310
chr10	22392651	22392960
chr10	100185401	100185860
chr1	201445801	201446210
chr8	82692651	82693160
chr15	57430451	57430910
chr7	139702001	139702510
chr11	3630851	3631310
chr14	21924351	21925010
chr16	13967701	13968060
chr5	140220651	140220810
chr3	58571051	58571460
chr15	43803851	43804060
chr2	47116151	47116560
chr6	35295251	35295610
chr1	29658751	29659060
chr14	71605651	71606160
chrX	131810951	131811160
chr1	236134901	236135610
chr7	82356201	82356560
chr17	37331101	37331660
chr21	42440951	42441360
chr9	132546001	132546460
chr3	126465351	126465560
chr4	159114301	159114710
chrX	136248751	136249110
chrX	79540901	79541260
chr10	131687401	131687760
chr11	65627551	65628160
chr19	41325701	41326010
chr5	172823451	172823660
chr3	108633851	108634260
chr19	51172651	51172960
chr8	74585201	74585610
chr2	38342351	38342810
chrX	35398901	35399310
chr10	27658801	27659160
chr19	2051201	2051510
chr1	115101201	115101560
chr5	128471351	128471560
chr13	111471701	111472210
chr8	145181201	145181760
chr19	8643501	8644010
chrX	151804401	151804760
chr18	12396501	12396660
chr5	73197351	73197560
chr11	122451151	122452160
chr16	48945701	48945860
chr5	145945301	145945710
chr6	64512501	64512910
chr11	123425601	123426010
chr9	105393851	105394210
chr5	31809151	31809610
chr2	165394751	165395160
chr3	183602551	183603010
chr12	83021651	83022060
chr4	82834501	82834910
chr4	154971151	154971210
chr8	128906951	128907210
chr17	61159651	61160010
chr20	17262151	17262510
chr3	139770251	139770510
chr17	70723801	70724210
chr1	171220701	171221260
chr19	55657451	55657910
chr15	84322651	84322760
chr11	59317801	59318110
chr16	67697551	67697760
chr12	98548651	98548960
chr6	36602651	36602760
chr3	106837051	106837410
chr7	81794251	81794360
chr3	72871501	72871910
chr11	76409351	76409610
chr11	116603401	116603810
chr12	96213851	96214310
chr1	117610351	117610810
chr2	126274101	126274460
chr21	10756751	10756810
chr3	155713351	155713760
chr11	34009501	34009910
chr19	47082901	47083210
chr7	150145751	150146210
chr11	103553001	103553460
chr3	100322301	100322610
chr4	134945451	134945760
chr22	24204251	24204660
chr2	11558101	11558460
chr17	9195451	9195860
chr2	27184501	27184960
chr11	73675301	73675760
chr2	70872951	70873160
chrX	122556751	122557110
chr6	11044601	11045060
chr9	16266651	16267010
chr19	14797301	14797610
chr1	234645501	234645660
chr3	21332101	21332460
chr20	55956751	55957260
chr3	56502551	56502910
chr1	190053751	190053960
chr15	38287851	38288310
chr6	90796351	90796610
chr3	134319601	134320060
chr9	139944201	139944610
chr3	197181001	197181160
chr1	209920751	209921760
chr3	155577751	155577960
chr5	36744651	36745110
chr13	51486101	51486610
chr21	41160201	41160610
chrX	119798001	119798310
chr3	116737951	116738310
chr9	132222851	132223010
chr11	19575251	19575710
chr9	126306251	126306660
chr14	50698451	50698560
chr13	77576701	77577110
chr6	98426951	98427110
chr1	201417051	201417810
chr1	45390751	45391110
chr10	89494901	89495410
chr6	83931601	83932010
chr11	9281801	9282060
chr3	197228751	197229460
chr12	11733301	11733410
chr8	53027301	53027610
chr2	173575201	173575660
chr1	41115851	41115960
chr17	13017801	13018260
chr5	143204601	143205160
chr15	89560751	89561210
chr10	32125701	32126110
chr3	119963101	119963460
chr2	131129901	131130510
chr22	43506451	43506660
chr16	717751	718210
chr7	117355851	117356210
chr7	129650651	129651060
chr2	99795601	99795960
chr3	142305701	142306060
chr17	4443701	4443710
chr4	62850351	62850460
chr2	177971101	177971210
chr12	56190951	56191210
chr6	33668201	33668660
chr7	134922951	134923260
chr1	177915001	177915610
chr13	60970851	60971360
chrX	63138601	63138710
chr8	41164101	41164560
chr20	34802601	34803010
chr17	38175801	38176060
chr16	51410051	51410310
chr3	190040051	190040560
chr8	143799451	143799960
chr19	41104401	41104910
chr17	15151451	15151810
chr3	57632551	57632760
chr10	26623951	26624410
chr10	70061901	70062360
chr10	64353701	64354160
chr1	45118451	45118960
chrX	8847801	8848160
chr21	35777051	35777360
chr1	66708251	66708810
chr20	40326401	40326860
chr9	134211601	134212060
chr3	180573251	180573560
chr15	63220401	63220710
chr2	204680001	204680460
chr11	18785751	18786210
chr9	22447351	22447560
chr4	152020401	152020860
chr1	161369151	161369610
chr21	35955151	35955410
chr2	183649451	183649810
chr20	37063801	37064360
chr9	110103401	110103860
chr12	122119951	122120360
chr6	35520051	35520460
chr6	34724351	34724510
chr2	158348701	158349110
chr10	73329751	73330160
chr6	106782851	106783260
chr18	73439401	73439810
chr17	9432351	9432760
chr8	111367051	111367310
chr1	237836001	237836460
chr10	30676501	30676860
chrX	106692351	106692360
chr2	65543201	65543360
chr2	167983651	167984010
chr18	11741501	11741910
chr3	128216601	128217060
chr2	113403001	113403410
chr9	139655251	139655660
chr3	126701251	126701960
chr15	89600651	89601210
chr17	74619901	74620360
chr8	73123051	73123310
chr3	107293551	107293860
chr2	65357401	65357660
chr16	19083551	19084010
chr3	174158901	174159060
chr16	575751	575960
chr19	19296651	19297110
chr2	162135251	162135710
chr11	5912451	5912810
chr3	124187001	124187460
chr3	122279501	122279860
chrX	11792701	11793060
chr3	40032051	40032410
chr7	56031901	56032460
chr13	30982351	30982860
chr20	21596151	21596610
chr7	25934951	25935360
chr3	177495601	177495910
chr6	128837751	128838060
chr22	33414201	33414660
chr7	140931401	140931560
chr22	33381951	33382460
chr11	125298951	125299410
chr9	77385901	77386210
chr20	25379751	25380160
chrX	31056951	31057360
chr14	68171151	68171610
chr20	17702451	17702610
chr15	67143451	67143960
chr19	35130401	35130760
chr9	98984401	98984810
chr14	60431651	60432160
chr3	174579901	174580210
chr1	58628651	58629060
chr17	74835851	74836210
chr6	127837751	127838210
chrX	25987151	25987460
chr1	99259801	99260260
chr2	223803901	223804360
chr1	23215651	23216160
chr8	28692651	28693010
chr6	31697201	31697410
chr3	127293751	127294210
chr12	102311501	102311910
chr3	138553151	138553460
chr10	56162351	56162760
chr2	201827801	201828410
chr1	31402151	31402660
chr19	1941001	1941310
chr3	87131951	87132410
chr1	164674351	164674460
chr17	68763251	68763660
chr7	73081901	73082410
chr11	64685651	64685860
chr1	167522701	167522960
chr14	61736251	61736710
chr1	6483351	6483910
chr20	61339251	61339660
chr10	80911751	80911860
chr14	78266801	78267010
chr7	79131501	79131760
chr8	134708951	134709210
chr1	150551851	150551960
chr16	31393851	31394310
chr3	2755651	2756010
chr2	175214751	175215060
chr22	43781651	43782110
chr7	56141951	56142410
chr11	123511601	123512110
chr6	146702701	146702910
chr1	23991701	23992060
chr19	48366651	48367110
chr11	46413451	46413760
chr7	29153451	29153810
chr4	96956851	96957210
chr14	24038001	24038210
chr3	118817451	118817860
chr17	36175951	36176260
chr11	6384201	6384710
chr12	72527351	72527560
chr17	2147951	2148460
chr19	588051	588510
chr10	87898851	87899060
chr11	14322251	14322660
chrX	153278951	153279610
chr1	201022351	201022660
chr1	205426051	205426110
chr5	5419451	5419860
chr14	103759101	103759560
chr3	157290351	157290760
chr4	116155551	116155960
chr4	125632651	125632910
chr3	127786951	127787310
chr6	42143651	42143860
chr14	101112051	101112510
chr3	149230051	149230510
chr3	48701451	48701910
chr3	134168151	134168510
chr13	53239501	53239860
chr3	128564801	128565110
chrX	143302301	143302610
chr9	112905301	112905410
chr5	76578301	76578560
chr3	107646351	107646760
chr1	109288851	109289460
chr8	38327701	38327960
chr7	128731451	128732010
chr2	218853201	218853710
chr3	184231501	184231910
chr12	6978551	6979010
chr11	85929451	85929960
chr10	79734151	79734560
chr9	36873251	36873710
chr3	179281251	179281510
chr16	83859651	83860110
chr1	26606051	26606410
chr2	57947951	57948360
chr2	95980801	95981310
chr3	52254401	52254860
chr7	64079551	64079760
chr12	109278201	109278610
chr5	154352001	154352460
chr12	14094701	14095060
chr3	151556801	151557160
chr8	82214751	82215110
chr7	128027701	128028160
chr3	179485801	179486160
chr15	77195701	77196060
chr19	35959601	35960010
chr19	42400201	42400360
chr7	148936451	148936910
chr2	27069101	27069610
chr8	144718351	144718360
chr19	19516101	19516410
chr10	74124001	74124410
chr15	42376501	42377010
chr1	212988251	212988760
chr17	79634951	79635110
chr3	32551601	32552010
chr5	17216201	17216610
chr3	155761651	155761960
chr8	117671701	117671810
chr12	49656551	49656910
chr3	161569751	161570160
chr14	34966051	34966310
chr6	7276101	7276560
chr5	31929301	31929710
chr1	154090251	154090410
chr3	190854201	190854460
chr11	12431451	12431760
chr2	209013601	209013910
chr7	33783901	33784260
chr5	170911301	170911910
chr8	98787301	98787460
chr1	159750151	159750810
chr12	57576701	57577210
chr4	47688301	47688660
chr7	129016301	129016710
chr11	19138851	19139260
chr20	47863001	47863410
chr5	58676301	58676660
chr5	149652101	149652460
chr3	141178951	141179360
chr4	168949701	168950060
chr6	74448801	74449210
chr1	37920351	37920860
chr18	43554051	43554460
chr10	85738901	85738960
chr1	235597401	235597510
chr2	95897351	95897810
chr14	21402351	21402710
chr3	11196801	11197510
chr6	36396851	36396960
chr19	11646751	11647310
chr22	38039251	38039710
chr17	56026251	56026410
chr10	52127501	52127860
chr2	219033551	219033960
chr8	48294301	48294410
chr1	212117901	212118610
chr4	113554551	113554960
chr6	158626351	158626660
chr5	135227501	135227810
chr9	129160701	129161210
chr15	89973851	89974410
chr3	115155701	115156010
chr18	39694251	39694710
chr14	73639801	73640210
chrX	123540501	123540910
chr10	31372651	31373010
chr12	9102551	9102860
chr2	137180951	137181460
chr1	172413001	172413560
chr18	32723901	32724360
chr1	6583701	6584060
chr8	127839101	127839260
chr12	62517501	62517860
chr8	70854501	70855010
chr20	49597951	49598460
chr11	122973901	122974360
chr20	1987201	1987810
chr10	129362151	129362610
chr7	17274351	17274410
chr1	10488051	10488560
chr3	182431851	182432210
chr3	47448401	47448460
chr12	76210701	76210960
chr16	28082001	28082460
chr7	18255201	18255310
chr9	15104801	15105210
chr5	33423151	33423510
chr3	33106551	33106810
chr3	152192401	152192710
chr14	54814701	54815110
chr17	71356251	71356460
chr17	13209901	13210260
chr2	237969401	237969810
chr7	95704701	95705260
chr18	38971551	38972010
chr19	36604901	36605060
chr3	49966701	49967310
chr10	129478001	129478310
chr5	159402551	159402810
chr12	109865801	109866260
chr10	111612151	111612610
chr10	102098151	102098610
chr11	74991151	74991610
chr14	90701651	90702110
chrX	69774051	69774310
chr3	116489651	116490110
chr17	27907251	27907710
chr1	174231701	174232310
chr20	46012651	46013260
chr3	196255601	196256010
chr11	910901	911210
chr3	184988351	184988610
chr19	54693001	54693310
chr1	71987351	71987760
chr6	33670201	33670510
chrX	23800851	23801310
chr20	19867401	19867560
chr17	36478051	36478510
chr8	72523001	72523360
chr11	31509401	31509760
chr15	63893051	63893260
chr5	179921601	179921910
chr10	105957151	105957360
chr2	217268751	217269160
chr7	84083951	84084160
chr19	52140651	52141010
chr12	125670551	125671010
chr8	138637851	138638210
chr4	47385851	47386210
chr10	104263301	104263760
chr1	222269301	222270010
chr3	13541601	13542060
chr1	67191701	67192160
chr20	1745001	1745510
chr8	125561151	125561310
chr14	65212651	65212760
chr12	64219751	64220210
chrX	144272351	144272710
chr20	42612001	42612360
chr3	51703251	51703710
chr3	141456801	141457460
chr2	193055151	193055560
chr4	56187851	56188260
chr6	41904001	41904460
chr22	33975451	33975860
chr4	159817351	159817510
chr8	35345951	35346260
chr10	71720801	71721210
chr10	115214151	115214660
chr4	100806251	100806610
chr6	106960201	106960460
chr1	24741851	24742360
chr11	9556601	9557060
chrX	37604601	37605010
chr14	75599151	75599410
chr11	3058401	3059010
chr11	120983251	120983660
chr1	187969151	187969460
chr2	207665201	207665660
chr1	79962801	79963310
chr11	60737751	60738210
chr5	94619601	94620260
chr13	92598751	92599110
chr8	73067401	73067810
chr15	76431701	76432260
chr2	168407001	168407310
chr3	129548401	129548760
chr6	686701	686810
chr2	138646451	138646860
chr7	101514101	101514460
chr10	26916351	26916510
chr3	192166901	192167110
chr13	83332301	83332460
chr6	143013951	143014410
chr1	210438351	210438660
chr9	79629601	79629710
chr3	138634151	138635210
chr21	43188801	43189060
chr3	62187101	62187510
chr10	114074551	114075060
chr10	6019851	6020260
chr9	6305951	6306360
chr12	104775551	104776010
chr3	183735101	183735660
chr17	26674051	26674310
chr15	39836051	39836160
chr2	119785901	119786310
chr17	28106251	28106610
chr10	134271101	134271460
chr15	99322801	99323210
chr3	159943301	159943710
chr3	33294251	33294510
chr16	10408651	10409010
chrX	131850051	131850360
chr17	38231701	38232210
chr12	45524551	45524960
chr21	25886451	25886810
chr19	10339551	10339860
chr3	145905151	145905510
chr13	41634301	41634660
chrX	100717901	100718210
chr20	49252301	49252910
chr11	106004301	106004660
chr15	84115601	84116010
chr11	57247751	57248160
chr2	198992351	198992760
chr20	49604201	49604660
chr4	186555251	186555610
chr2	38755351	38755410
chr10	114632551	114632810
chr3	127263051	127263510
chr1	11021001	11021510
chr15	43806651	43807060
chr2	162803051	162803410
chr1	16766801	16767360
chr3	17073901	17074310
chr15	76478001	76478410
chr20	31879601	31880110
chr7	155205301	155205760
chr10	92639801	92640210
chr3	51716051	51716510
chr9	129464701	129465110
chr4	165304751	165305110
chr2	850101	850510
chr5	133847851	133848360
chr16	58695101	58695510
chr1	162647551	162647660
chr13	31370401	31370660
chr6	90081701	90082210
chr3	127945651	127946010
chr19	16552501	16552810
chr12	57824201	57824260
chr14	81421051	81421510
chr3	150643451	150643860
chr20	21216201	21217110
chr20	36685851	36686360
chr12	34175001	34175310
chr8	66618251	66618660
chr2	214799301	214799610
chr3	127192051	127192410
chr6	22344151	22344410
chr7	140217651	140218160
chr16	56390251	56390760
chrX	102431251	102431710
chr6	151645301	151645810
chr20	36162751	36163210
chr8	87570451	87570710
chr14	24905851	24906310
chr16	10615501	10615910
chr5	176736551	176737160
chr5	125930901	125931310
chr21	46162401	46162710
chr22	20850751	20851160
chr6	42515201	42515760
chr11	71524851	71525060
chr12	53321301	53321560
chr1	40497901	40498360
chr4	188527601	188528060
chr20	17412301	17412860
chr3	170131851	170132310
chr4	8596101	8596510
chr3	140950401	140950860
chr17	55969751	55970360
chr3	117245351	117245710
chr11	20132351	20132910
chr15	29657051	29657110
chr8	50213651	50214060
chr19	53898101	53898460
chr17	65356051	65356360
chr13	50550751	50551210
chr1	229796801	229797460
chr15	51694051	51694510
chr4	85603101	85603260
chr1	219985801	219986510
chr1	228191801	228192810
chr8	37659201	37659460
chr3	126471001	126471460
chr16	23568551	23569110
chr10	71186701	71186710
chr18	74634201	74634310
chr1	26864701	26864760
chr1	236096801	236097110
chr3	122661701	122662160
chr3	161278051	161278410
chr2	91820251	91820260
chr11	27738501	27738710
chr20	43313751	43314260
chr12	98766751	98767160
chr3	50310301	50310760
chr18	711751	711960
chr8	66945801	66946310
chr1	76620451	76620660
chr8	131540001	131540410
chr14	100849951	100850510
chr1	204043601	204044560
chr9	131690101	131690610
chr13	27948751	27949160
chr15	57851951	57852410
chr8	23239101	23239460
chr8	38268101	38268610
chr5	131563051	131563460
chr20	21106551	21106910
chr8	103819451	103820210
chr9	98981951	98982310
chr12	12965901	12966460
chr5	142035151	142035760
chr11	2172601	2173610
chr5	119704701	119704910
chr3	185959601	185959960
chr2	103059651	103060110
chr15	64237401	64237910
chr12	53441001	53441510
chr5	150827701	150828060
chr18	18520101	18520460
chr3	161277201	161277610
chr3	155869601	155870010
chrX	136037051	136037410
chr3	51426101	51426310
chr6	10415351	10415660
chr7	130479101	130479410
chr22	39925151	39925710
chr9	125216751	125217110
chr9	27529551	27530060
chr18	24584401	24584810
chr8	123581901	123582060
chrX	153943201	153943610
chr19	10110851	10111310
chr9	123639601	123639860
chr14	75762701	75763210
chr3	183197851	183198010
chr17	44272401	44272610
chr10	15209801	15210110
chr10	94050551	94050960
chr11	67029101	67029360
chr8	22553151	22553560
chr6	94133401	94133660
chr10	97667251	97667560
chr10	82423801	82424260
chr16	11735201	11735660
chr5	179248501	179248710
chr9	12699651	12699860
chr3	133930701	133931060
chrX	33354951	33355360
chrX	47503551	47503560
chr14	68085301	68085760
chr6	41754801	41755560
chr7	36513001	36513410
chr12	55465851	55466310
chr12	93965251	93965560
chr2	232578451	232579010
chr12	44152551	44152860
chr17	7760301	7760610
chr6	160941501	160941660
chr19	42830201	42830510
chr6	57370301	57370410
chr1	204463301	204464110
chr9	136060351	136060710
chr10	104678601	104678660
chr19	46850401	46851010
chr2	133174651	133174760
chr12	77272251	77272260
chr11	67398051	67398460
chr10	71813601	71813960
chr3	9291951	9292260
chr1	178469651	178469860
chr2	233304601	233304610
chr1	144528251	144528360
chr2	91806201	91806560
chr1	144529101	144529460
