seqnames	start	end
chr7	41744651	41745360
chrX	12968951	12969360
chr17	43226451	43226960
chr1	110523201	110523710
chr17	27918551	27919160
chr12	123528001	123528410
chr2	109252751	109253260
chr8	41400201	41400560
chr9	135450351	135450810
chr20	31683701	31684160
chr12	59480851	59481260
chr5	32916751	32917160
chr22	42322001	42322460
chr4	55185051	55185460
chr2	101769251	101769660
chr16	795751	796160
chr14	93626601	93627010
chr1	61444601	61445010
chr13	37049601	37049960
chr20	50677651	50678010
chr12	47791451	47791810
chr22	30651801	30652460
chr4	70689101	70689460
chr17	72766801	72767260
chr2	235409051	235409510
chr11	129655301	129655660
chr10	32496401	32496760
chr20	2188051	2188560
chr1	247844401	247845060
chr10	26046901	26047260
chr13	23331701	23332060
chr14	50999151	50999710
chr2	45251901	45252260
chr19	1897601	1897960
chr16	49526001	49526560
chr14	102789351	102789760
chr2	232428051	232428510
chr6	122813051	122813460
chr8	106437101	106437510
chr7	55322451	55323660
chr4	87819751	87820110
chr7	49041151	49041510
chr6	41335401	41335860
chr17	56394701	56395160
chr8	140260251	140260710
chr1	47000751	47001110
chrX	41135351	41135760
chr12	79400151	79400560
chr6	35265301	35265760
chr8	85560501	85560860
chr1	226033301	226034110
chr19	13144851	13145310
chr5	150381751	150382160
chr15	89200551	89201010
chrX	68607401	68607810
chr11	61828851	61829210
chr1	205760601	205761160
chr2	38603751	38604310
chr13	26636951	26637360
chr5	43484151	43484710
chr17	52503651	52504010
chr1	26717901	26718360
chr1	242180901	242181410
chr12	69292901	69293310
chr7	104563251	104563710
chr8	138859251	138859660
chr1	68808351	68808860
chr5	54191601	54191960
chr7	1233451	1233860
chr12	10653651	10654010
chr9	35258851	35259210
chr9	103363401	103363860
chr2	128349001	128349460
chr15	95569351	95569760
chr2	5132401	5132710
chr12	121990501	121990910
chr6	40862601	40863010
chr2	65116051	65116460
chr6	33729951	33730360
chrX	15991451	15991810
chr6	78175651	78176060
chr7	23316951	23317410
chr13	69501551	69501960
chr3	19584751	19585110
chr5	90005151	90005510
chr7	137277001	137277410
chr9	107922001	107922360
chr10	88726301	88727110
chr17	61912151	61912610
chr7	128850301	128850760
chr18	41241451	41241810
chr11	17781901	17782310
chr16	57940351	57940710
chr7	150685551	150686010
chr13	41770751	41771160
chr8	98182851	98183210
chr2	1136051	1136510
chr16	15871651	15872010
chr4	129486701	129487110
chr2	72029151	72029560
chr17	10640401	10640810
chr22	26857151	26857560
chr2	241929151	241929610
chr8	140035301	140035760
chr19	31160301	31160710
chr16	4032951	4033410
chr19	38826101	38826510
chr20	46415151	46415660
chr19	48837051	48837560
chr6	53275451	53275860
chr15	44231301	44231660
chr5	133922401	133923260
chr2	290151	290510
chr5	112672551	112672960
chr6	36733901	36734310
chr4	108015451	108015810
chr15	58474701	58475160
chr1	20301251	20301710
chr15	40602201	40602610
chr16	59446201	59446510
chr5	123272851	123273260
chr1	207155351	207155960
chr11	62676601	62676960
chr10	83580201	83580560
chr3	27762951	27764060
chr16	4250201	4250610
chr14	92923001	92923460
chr12	94939951	94940360
chr10	11312501	11312960
chr5	18113901	18114210
chr7	994151	994610
chr19	917601	918060
chr14	97050501	97050960
chr11	9769951	9770410
chr16	67596401	67596960
chr6	53409251	53409860
chr1	26946651	26947160
chr7	92722051	92722410
chr13	66230901	66231210
chr1	9675601	9676010
chr10	126228701	126229110
chr17	12159701	12160110
chr1	873451	873910
chr3	61550201	61550560
chr10	45428101	45428560
chr1	18249351	18249760
chr6	108121801	108122160
chr13	38619851	38620310
chr5	94597051	94597410
chr15	78533251	78533710
chr22	31544951	31545410
chr14	70512701	70513110
chr11	2194401	2194760
chr12	131246251	131246560
chr1	156589101	156589510
chr17	79995001	79995560
chr5	4879801	4880210
chr12	4958201	4958560
chr11	33564501	33564910
chr16	68098601	68099010
chr17	37388301	37388710
chr15	75600401	75600760
chr9	25964201	25964510
chr16	86551251	86551660
chr8	33282101	33282510
chr14	21575001	21575510
chr10	106065251	106065710
chr4	88906751	88907160
chr18	11512651	11513010
chr2	192676851	192677260
chr20	43100051	43100460
chr1	21697001	21697460
chr1	74969801	74970210
chr5	141928201	141928810
chr10	4555001	4555410
chr11	2320501	2320910
chr7	44235951	44236360
chr12	84217401	84217860
chr3	33828901	33829310
chr5	169765801	169766410
chr6	6724701	6725160
chr11	117692701	117693110
chr16	49441851	49442260
chr11	121526101	121527110
chr15	70805051	70805560
chr1	221047451	221048060
chr11	133915651	133915960
chr6	78160651	78161010
chr12	112225951	112226360
chr19	58740651	58741010
chrX	10604351	10604760
chr10	13578751	13579110
chr17	49244301	49244810
chr2	198667701	198668110
chr5	143847301	143847760
chr19	17607001	17607560
chr14	96523001	96523410
chr3	21525801	21526210
chr12	43675951	43676310
chr9	92163951	92164360
chr15	75127551	75128110
chr9	36995801	36996260
chr20	32003801	32004210
chr1	55276101	55276560
chrX	10565951	10566310
chr1	55750451	55750810
chr19	41858351	41858810
chr6	86466751	86467060
chr9	98994651	98995110
chr18	6521801	6522210
chr5	16160851	16161210
chr2	10849451	10849860
chr7	42730651	42731010
chr9	103881501	103881910
chr21	30872001	30872510
chr15	34913851	34914260
chr1	192280401	192280810
chr20	50700201	50700560
chr8	31896151	31896560
chr15	80465651	80466060
chr6	5057351	5057710
chr9	93747501	93747860
chr5	150494801	150495410
chr10	102102101	102102510
chr1	230767951	230768460
chr12	115836201	115836460
chr17	80279251	80279760
chr19	43820801	43821260
chr1	240855351	240855860
chr1	181007501	181007960
chr2	85956051	85956510
chr2	67442401	67442760
chr20	62714701	62715260
chr5	321501	321960
chr7	100492301	100492910
chr1	156890151	156890610
chr12	29025601	29026010
chr20	36933251	36933660
chr21	43584501	43584910
chr6	56819801	56820410
chr17	19665801	19666260
chr12	95976251	95976610
chr11	130697651	130698110
chr5	121851751	121852260
chr6	76077801	76078160
chr1	22746901	22747310
chr16	80118501	80118910
chr2	44942751	44943110
chr7	124405601	124406210
chr5	172134101	172134610
chr3	45948301	45948710
chr21	40510001	40510510
chr6	125117001	125117410
chr3	50653251	50653810
chr17	49449001	49449360
chr11	64611701	64612160
chr5	172405751	172406110
chr20	2736651	2737010
chr7	73280451	73280810
chr2	227850051	227850460
chr16	24048001	24048360
chr11	3862701	3863210
chr13	39104651	39105010
chrX	133055851	133056260
chr8	86202351	86202710
chr2	241779901	241780310
chr4	144296801	144297160
chr4	41214601	41215010
chr20	62212101	62212560
chr1	43703751	43704160
chr10	92352701	92353060
chr12	24178351	24178710
chr18	23985351	23985710
chr4	140554951	140555260
chr10	116463351	116463810
chr13	46700651	46701110
chr15	99949251	99949610
chr6	122931351	122932160
chr22	46512251	46512860
chr12	131400701	131401160
chr9	71614501	71614960
chr4	55094151	55094610
chr11	304951	305310
chr20	54918901	54919310
chr2	165352151	165352510
chr9	130846151	130846510
chr1	35063451	35063910
chr1	201054951	201055510
chr9	101903001	101903410
chr15	31492901	31493210
chr19	5823551	5823960
chr22	45492101	45492560
chr12	2393951	2394360
chr2	34237801	34238160
chr14	45382851	45383210
chr11	30935751	30936060
chr21	47393551	47393910
chr13	51375451	51375860
chr2	115308901	115309260
chr19	56143001	56143410
chr1	9515801	9516260
chr2	207846451	207846810
chr18	5868201	5868560
chr12	132314801	132315310
chr10	81052751	81053110
chr19	31157201	31157610
chr16	81297101	81297410
chr14	76448651	76449260
chr7	72738151	72738460
chr21	20173801	20174110
chr19	5687051	5687560
chr16	84001601	84002010
chr7	45961751	45962160
chr1	19239401	19240060
chr16	21652051	21652410
chr9	139842451	139842810
chr11	29470051	29470460
chr16	58034351	58035060
chr16	20311801	20312160
chr17	79265501	79265910
chr4	155539851	155540260
chr1	231227651	231228110
chrX	48489751	48490060
chr19	50254351	50254660
chr15	60043951	60044410
chr13	27281851	27282210
chr15	74329201	74329560
chr10	134174251	134174660
chr10	71276001	71276360
chr19	4803851	4804360
chr9	38263551	38263910
chr17	26207001	26207410
chr7	81345301	81345710
chr2	30929851	30930260
chr1	154879101	154879510
chr18	46303401	46303910
chr1	119910051	119910560
chr6	169017501	169017860
chr5	103682851	103683160
chr11	10813951	10814460
chrX	130917551	130917910
chr14	34800801	34801260
chr21	46560201	46560710
chr17	12449201	12449610
chr5	26329701	26330060
chr14	42069701	42070110
chr16	67701751	67702660
chr11	66743351	66743810
chr19	39612651	39613060
chr12	56053651	56053910
chr22	32373151	32373560
chr2	164328501	164328810
chr19	3849101	3849560
chr1	234261001	234261460
chr7	134855401	134855860
chr8	118627501	118627960
chr1	41328101	41328510
chr4	165918501	165918860
chr3	45266551	45267010
chr14	105030301	105030810
chr20	41820651	41820910
chr17	80111651	80112210
chr9	97443701	97444110
chr12	84896951	84897360
chr1	6305101	6305560
chrX	111611651	111611960
chr17	73400251	73400610
chr12	52071851	52072260
chr1	78366351	78366760
chr7	143018801	143019160
chr20	23321151	23321510
chr20	62669651	62670760
chr2	217193151	217193410
chr8	73759401	73759810
chrX	100851051	100851460
chr1	189398651	189399110
chr8	58487751	58488210
chr22	44280851	44281260
chr11	11058351	11058760
chr10	28965801	28966610
chr4	9533751	9534010
chr19	17079951	17080360
chr20	55205151	55205810
chr18	13800951	13801360
chr16	11499451	11499810
chr16	62160401	62160660
chr22	18483701	18484360
chr14	71633201	71633560
chr2	111611101	111611460
chr21	43870001	43870410
chr9	5799201	5799660
chr1	19422751	19423110
chr8	138855401	138855860
chr7	93918251	93918710
chr1	202821351	202821860
chr7	116238351	116238710
chr1	205198551	205199010
chrX	153212651	153213210
chr19	42596551	42596910
chr12	18583351	18583760
chr5	28779301	28779610
chr13	113585751	113586160
chr7	29385251	29385610
chr17	76493151	76493560
chr20	3994601	3995060
chr12	16229551	16229860
chr19	13541801	13542210
chr4	190861651	190862110
chr17	2916251	2916660
chr6	107996251	107996960
chr4	46934001	46934360
chr4	124581001	124581310
chr8	32885451	32885760
chr8	6429701	6430160
chr2	86025151	86025460
chr14	102131801	102132210
chr12	95730201	95730610
chr9	101469551	101469810
chr14	95918851	95919110
chr4	90407201	90407560
chr8	138738201	138738610
chr22	32774601	32775110
chr19	550101	550360
chr20	1489801	1490260
chr5	180211501	180211910
chr1	147113701	147114260
chr13	61201201	61201610
chr9	130217551	130217910
chr1	117112901	117113310
chr8	93085551	93085860
chr17	12570701	12571010
chr10	88122951	88123260
chr17	73065951	73066260
chr5	146603751	146604160
chr1	172688601	172689210
chr1	45121201	45121610
chr22	45224051	45224410
chr11	75039701	75040110
chr13	107173051	107173260
chr20	37918051	37918310
chr12	110213051	110213510
chr10	118386901	118387360
chr8	50826301	50826660
chr20	48737301	48737810
chr2	96011201	96011760
chr22	43742401	43742860
chr9	33403401	33403710
chr20	44258151	44258510
chr5	38667151	38667510
chr15	77835601	77836260
chr21	40813401	40813810
chr3	39072301	39072660
chr2	176231451	176231860
chr13	22852501	22852810
chr19	10223651	10224110
chr6	2989151	2989660
chr7	5527451	5527810
chr8	22446501	22446910
chr11	16957351	16957760
chr4	8470451	8470860
chr5	139725401	139726710
chr20	32255501	32256160
chr18	60692401	60692710
chr7	150660001	150660460
chr8	72566601	72566960
chr20	49404551	49404910
chr9	100745351	100745810
chr1	229367251	229367910
chr2	173037101	173037610
chr17	33325201	33325610
chr11	68400301	68400660
chr20	4052651	4053110
chrX	35908801	35909160
chr16	50408601	50408960
chr1	7267951	7268360
chr20	62495551	62495960
chr21	32211651	32211910
chr10	104404601	104404960
chr15	31863901	31864210
chr12	62387501	62387910
chr20	49242601	49243010
chr5	140855251	140855660
chr13	98685601	98685910
chr19	42210501	42211160
chr4	104707201	104707610
chr8	40954401	40954760
chr2	238380101	238380460
chr17	41387101	41387510
chr13	76056501	76057010
chr8	144461651	144462310
chrX	57848151	57848510
chr2	133206351	133206760
chr11	47376651	47377260
chr9	6907751	6908160
chr19	4495551	4495910
chr13	24290051	24290260
chr15	72825401	72825660
chr15	91576301	91576760
chr6	134499551	134500010
chr19	3275351	3275860
chr7	94674951	94675260
chr9	92861651	92861960
chr4	7297651	7298110
chr19	56587751	56588210
chr9	3467551	3468010
chr1	228702901	228703410
chr5	131746401	131747060
chrX	34937001	34937310
chr1	90511551	90511860
chr4	186942701	186943110
chr3	69373501	69373910
chr20	9340301	9340710
chr9	121358051	121358360
chr9	116352201	116352560
chr5	13478951	13479360
chr19	45016401	45016810
chr1	215249601	215250160
chr8	146252051	146252510
chr8	141368651	141369110
chr9	140181401	140181760
chr19	49112001	49112410
chr15	76102301	76102710
chr4	111553001	111553360
chr5	134905801	134906310
chr2	7259201	7259510
chrX	154069151	154069510
chr1	85960551	85960910
chr2	232277001	232277510
chr17	17473601	17473910
chr1	95065001	95065410
chr4	46650151	46650560
chr12	23207951	23208310
chr6	139571751	139572060
chr17	37363201	37363610
chrY	21154601	21154960
chr1	33577601	33577910
chr1	247650351	247650810
chr3	47412651	47413060
chr19	36046601	36046860
chr3	55931651	55932010
chr4	169631501	169631860
chr1	44399851	44400860
chr10	120966151	120966660
chr13	39719051	39719460
chr10	73456401	73456860
chr1	112024301	112024610
chr19	2275101	2275410
chr17	77763601	77764060
chr15	98442201	98442610
chr19	56182901	56183260
chr9	99871501	99871860
chr8	57837801	57838160
chr16	12043501	12043810
chr6	55106051	55106410
chr12	123436801	123437260
chr7	73981051	73981460
chr9	96589651	96590110
chr6	19025001	19025360
chr9	124397251	124397610
chr7	78139901	78140310
chr14	64810851	64811210
chr20	57782851	57783160
chr2	163010101	163010510
chr21	43801501	43801860
chr11	125303401	125303710
chr9	124449101	124449560
chrX	68042451	68042860
chr7	2490951	2491510
chr11	61021851	61022310
chr13	42033001	42033410
chr10	78063551	78063860
chr13	55819451	55819810
chr15	40167151	40167560
chr1	90598551	90598960
chr14	96075751	96076110
chrX	9956801	9957210
chr5	9156351	9156710
chr5	179544101	179544510
chr3	38045851	38046260
chr16	22311801	22312160
chr4	48548351	48548710
chr8	109278651	109279110
chr10	123872101	123873160
chr19	54989851	54990210
chr12	53264151	53264710
chr5	5497251	5497660
chr12	104165201	104165560
chr4	171912101	171912460
chr9	104554251	104554610
chr20	37897501	37898060
chr1	6474351	6474760
chr4	40918951	40919260
chr16	21595351	21595710
chr16	24845751	24846160
chr8	25434651	25435060
chr1	172059301	172059860
chr11	59030701	59031110
chrX	153755351	153755710
chr10	95314501	95314910
chr8	40983651	40983960
chr17	71185751	71186010
chr12	32810551	32810860
chr2	129991701	129991960
chr19	15272251	15272760
chr15	22436051	22436410
chr6	51423851	51424260
chr16	49642851	49642960
chr1	38506251	38506510
chr1	32228251	32228610
chr9	123505251	123505610
chr15	72634751	72635060
chr1	222182451	222182960
chr15	66895901	66896360
chr14	85597901	85598260
chr13	82446701	82447060
chr6	1336451	1336910
chr10	104488951	104489410
chr13	67990451	67990860
chr13	39446851	39447210
chr5	55496901	55497360
chr17	62487151	62487560
chr20	31366201	31366710
chr19	10755401	10755810
chr22	31481101	31481610
chrX	114461501	114461810
chr8	87797401	87797810
chr5	167447901	167448310
chr5	119079651	119080110
chr6	88506251	88506560
chr6	6494951	6495360
chr10	43697651	43697910
chr2	121100901	121101310
chr5	176796001	176796510
chr12	12857451	12858010
chr14	47747451	47747810
chr18	42258851	42259360
chr14	61663551	61663860
chr5	1209051	1209410
chr11	8355351	8355760
chr9	111955051	111955410
chr1	248850151	248850510
chr20	57414501	57414860
chr2	41925901	41926360
chr5	154640451	154640760
chr3	39329801	39330260
chr5	81521351	81521810
chr20	21621251	21621560
chr19	33610001	33610360
chr14	85994851	85995210
chr7	154705351	154705810
chr3	48193001	48193410
chr5	176127201	176127610
chr9	117197051	117197460
chr1	14292301	14292660
chr2	236579251	236579660
chr11	118511501	118511860
chr5	156739401	156739860
chr3	88268401	88268760
chr19	3125951	3126560
chr2	47615401	47615810
chr7	31164151	31164360
chr1	85219201	85219660
chr19	33710451	33710560
chr7	16930951	16931360
chr7	49364351	49364660
chr19	19097501	19097960
chr19	39677901	39678310
chr15	45410201	45410760
chr6	146362401	146362810
chr7	77068851	77069210
chr1	116012251	116012760
chrX	101322951	101323310
chr3	67432101	67432510
chr7	23224601	23224960
chr11	2449401	2449810
chr10	57428151	57428460
chr13	45855151	45855610
chr19	35738651	35739060
chr6	143348251	143348510
chr4	42570651	42571010
chr5	169128801	169129210
chrX	113172251	113172660
chr5	126625601	126626010
chr4	96016501	96016910
chr15	89440651	89441060
chr15	98717601	98717860
chrX	45181601	45181960
chr3	1128751	1128860
chr17	8024801	8025310
chr8	145733751	145735660
chr9	139519451	139519860
chr8	22862101	22862310
chr2	99029301	99029710
chr9	7052551	7053010
chr2	27321401	27321910
chr13	23370301	23370560
chr5	134797901	134798360
chr12	38447451	38447810
chr20	42843651	42844110
chr19	17877401	17877910
chr3	10814201	10814810
chr4	24990351	24990710
chr14	99740801	99741460
chr8	71314651	71315110
chr15	89377551	89377910
chr16	30609451	30609860
chr22	22562151	22562560
chr20	57022851	57023210
chr6	48733001	48733360
chr4	170232851	170233160
chr22	18038051	18038510
chr11	2187251	2187760
chr12	20373301	20373660
chr5	108774501	108774860
chr18	75477551	75477710
chr18	5879401	5879760
chr6	161573951	161574360
chr8	79162901	79163360
chr8	6715651	6715960
chr7	88176051	88176360
chr12	104264351	104264710
chr1	85706051	85706410
chr1	32129401	32129860
chr4	81973601	81974010
chr8	145566701	145567060
chr17	30580001	30580460
chr2	220076451	220076460
chr16	20397051	20397460
chr5	141348201	141349260
chr16	67481501	67481910
chr1	171952751	171953160
chr8	22941601	22942060
chr2	113238501	113239010
chr17	62067701	62068160
chr19	6165951	6166360
chr2	186073001	186073410
chr5	148504801	148505260
chr9	3181701	3181910
chr19	18223701	18224210
chr8	101859201	101860060
chr4	53848751	53849160
chr7	114505601	114506010
chr19	2579401	2579860
chr7	45702851	45703260
chr9	28073301	28073660
chr1	71662401	71662760
chr12	94534451	94534660
chr10	11078401	11078810
chr2	138417251	138417610
chr6	87788701	87789110
chr2	84485001	84485360
chrX	143671901	143671960
chr14	45126951	45127260
chr13	78326001	78326360
chr5	112942201	112942610
chr2	67877951	67878360
chr19	5354551	5354760
chr17	17822451	17822910
chr8	103135951	103136310
chr9	130797451	130797860
chr16	14394651	14395060
chr11	5829651	5830110
chr2	206869101	206869260
chr4	143946501	143946810
chr2	172971051	172971260
chr14	24379751	24380210
chr22	30484801	30485310
chr2	219482901	219483160
chr11	103798301	103798660
chr16	23746551	23746810
chr16	67462001	67462460
chr3	24681751	24682160
chr2	117504651	117505010
chr17	42175551	42175860
chr7	27190301	27190810
chr6	125635251	125635660
chr5	167792501	167793010
chr1	205627751	205628510
chr20	54822951	54823460
chr13	113098301	113098710
chr1	24136151	24136560
chrX	130838201	130838610
chr16	87669951	87670410
chr12	132990501	132991010
chrX	130862701	130863060
chr6	64062901	64063310
chr4	150817651	150817960
chrX	130927051	130927410
chrX	130896801	130897110
chr17	1533251	1533660
chr16	89233751	89234310
chr20	33461801	33462260
chrX	130887201	130887510
chr10	102321701	102322110
chrX	130880501	130880860
chr9	100230851	100231260
chr7	12726201	12727260
chr5	317201	317660
chr20	21486901	21487260
chr1	156597151	156597610
chrX	130881151	130881610
chr20	54824351	54824810
chrX	50490601	50491010
chrX	130897701	130898060
chr3	55756151	55756510
chr7	101457401	101457860
chr6	126274751	126275110
chr4	12726101	12726560
chrX	56790801	56791260
chr19	46145301	46145810
chr15	22512151	22512610
chr6	20875651	20875960
chr16	87669051	87669610
